"yrplotid","MEASYEAR","STATECD","COUNTYCD","PLOT","LICH_SPPCD","ABUNDANCE_CLASS","taxon_change","LON","LAT","Binomial"
"2001_42_129_33",2001,42,129,33,5716,3,NA,-79.70783,40.59669,"Physcia millegrana"
"2001_42_129_1739",2001,42,129,1739,1211,3,NA,-79.22762,40.14009,"Cladonia coniocraea"
"2001_42_129_1739",2001,42,129,1739,2600,1,NA,-79.22762,40.14009,"Flavoparmelia"
"2001_42_129_1739",2001,42,129,1739,4806,1,NA,-79.22762,40.14009,"Parmelia sulcata"
"2001_42_129_1739",2001,42,129,1739,5716,2,NA,-79.22762,40.14009,"Physcia millegrana"
"2001_42_129_1739",2001,42,129,1739,6708,2,NA,-79.22762,40.14009,"Punctelia rudecta"
"2002_42_5_2625",2002,42,5,2625,800,2,NA,-79.55982,40.90603,"Canoparmelia"
"2002_42_5_2625",2002,42,5,2625,1210,3,NA,-79.55982,40.90603,"Cladonia chlorophaea"
"2002_42_5_2625",2002,42,5,2625,1211,3,"REF_FIA",-79.55982,40.90603,"Cladonia coniocraea"
"2002_42_5_2625",2002,42,5,2625,2601,3,NA,-79.55982,40.90603,"Flavoparmelia caperata"
"2002_42_5_2625",2002,42,5,2625,3116,1,NA,-79.55982,40.90603,"Hypogymnia physodes"
"2002_42_5_2625",2002,42,5,2625,4015,2,NA,-79.55982,40.90603,"Melanelixia subaurifera"
"2002_42_5_2625",2002,42,5,2625,4806,3,NA,-79.55982,40.90603,"Parmelia sulcata"
"2002_42_5_2625",2002,42,5,2625,5314,1,NA,-79.55982,40.90603,"Parmotrema hypotropum"
"2002_42_5_2625",2002,42,5,2625,5613,3,NA,-79.55982,40.90603,"Phaeophyscia pusilloides"
"2002_42_5_2625",2002,42,5,2625,5614,3,NA,-79.55982,40.90603,"Phaeophyscia rubropulchra"
"2002_42_5_2625",2002,42,5,2625,5702,1,NA,-79.55982,40.90603,"Physcia aipolia"
"2002_42_5_2625",2002,42,5,2625,6713,3,"REF_FIA",-79.55982,40.90603,"Punctelia caseana"
"2002_42_5_2625",2002,42,5,2625,8069,1,NA,-79.55982,40.90603,"Usnea strigosa"
"2002_42_7_2334",2002,42,7,2334,702,2,NA,-80.47152,40.66267,"Bulbothrix coronata"
"2002_42_7_2334",2002,42,7,2334,2601,2,NA,-80.47152,40.66267,"Flavoparmelia caperata"
"2002_42_7_2334",2002,42,7,2334,2816,3,NA,-80.47152,40.66267,"Heterodermia obscurata"
"2002_42_7_2334",2002,42,7,2334,4200,3,NA,-80.47152,40.66267,"Myelochroa"
"2002_42_7_2334",2002,42,7,2334,4806,2,NA,-80.47152,40.66267,"Parmelia sulcata"
"2002_42_7_2334",2002,42,7,2334,5614,3,NA,-80.47152,40.66267,"Phaeophyscia rubropulchra"
"2002_42_7_2334",2002,42,7,2334,5716,3,NA,-80.47152,40.66267,"Physcia millegrana"
"2002_42_7_2334",2002,42,7,2334,6713,2,"REF_FIA",-80.47152,40.66267,"Punctelia caseana"
"2002_42_9_2000",2002,42,9,2000,4201,3,NA,-78.43268,40.00898,"Myelochroa aurulenta"
"2002_42_9_2000",2002,42,9,2000,5614,3,NA,-78.43268,40.00898,"Phaeophyscia rubropulchra"
"2002_42_9_2000",2002,42,9,2000,5716,3,NA,-78.43268,40.00898,"Physcia millegrana"
"2002_42_9_2000",2002,42,9,2000,8301,3,NA,-78.43268,40.00898,"Candelaria concolor"
"2002_42_11_2310",2002,42,11,2310,2901,2,NA,-75.80825,40.22796,"Hyperphyscia adglutinata"
"2002_42_11_2310",2002,42,11,2310,5614,3,NA,-75.80825,40.22796,"Phaeophyscia rubropulchra"
"2002_42_11_2310",2002,42,11,2310,5716,3,NA,-75.80825,40.22796,"Physcia millegrana"
"2002_42_11_2310",2002,42,11,2310,6713,1,"REF_FIA",-75.80825,40.22796,"Punctelia caseana"
"2002_42_11_2310",2002,42,11,2310,8301,2,NA,-75.80825,40.22796,"Candelaria concolor"
"2002_42_15_2727",2002,42,15,2727,4806,2,NA,-76.68594,41.58944,"Parmelia sulcata"
"2002_42_15_2727",2002,42,15,2727,5614,3,NA,-76.68594,41.58944,"Phaeophyscia rubropulchra"
"2002_42_15_2727",2002,42,15,2727,5716,2,NA,-76.68594,41.58944,"Physcia millegrana"
"2002_42_19_1957",2002,42,19,1957,2601,3,NA,-80.0093,40.69669,"Flavoparmelia caperata"
"2002_42_19_1957",2002,42,19,1957,4806,3,NA,-80.0093,40.69669,"Parmelia sulcata"
"2002_42_19_1957",2002,42,19,1957,5314,3,NA,-80.0093,40.69669,"Parmotrema hypotropum"
"2002_42_19_1957",2002,42,19,1957,5716,3,NA,-80.0093,40.69669,"Physcia millegrana"
"2002_42_19_1957",2002,42,19,1957,6713,1,"REF_FIA",-80.0093,40.69669,"Punctelia caseana"
"2002_42_21_2171",2002,42,21,2171,1012,2,NA,-78.50531,40.58531,"Usnocetraria oakesiana"
"2002_42_21_2171",2002,42,21,2171,1211,3,NA,-78.50531,40.58531,"Cladonia coniocraea"
"2002_42_21_2171",2002,42,21,2171,2601,2,NA,-78.50531,40.58531,"Flavoparmelia caperata"
"2002_42_21_2171",2002,42,21,2171,4806,3,NA,-78.50531,40.58531,"Parmelia sulcata"
"2002_42_21_2171",2002,42,21,2171,5716,3,NA,-78.50531,40.58531,"Physcia millegrana"
"2002_42_21_2171",2002,42,21,2171,6708,3,NA,-78.50531,40.58531,"Punctelia rudecta"
"2002_42_21_2171",2002,42,21,2171,6713,2,"REF_FIA",-78.50531,40.58531,"Punctelia caseana"
"2002_42_27_2236",2002,42,27,2236,1012,1,NA,-77.875,40.9215,"Usnocetraria oakesiana"
"2002_42_27_2236",2002,42,27,2236,1225,3,NA,-77.875,40.9215,"Cladonia macilenta"
"2002_42_27_2236",2002,42,27,2236,1211,3,"REF_FIA",-77.875,40.9215,"Cladonia coniocraea"
"2002_42_27_2236",2002,42,27,2236,2601,3,NA,-77.875,40.9215,"Flavoparmelia caperata"
"2002_42_27_2236",2002,42,27,2236,4806,3,NA,-77.875,40.9215,"Parmelia sulcata"
"2002_42_27_2236",2002,42,27,2236,5614,3,NA,-77.875,40.9215,"Phaeophyscia rubropulchra"
"2002_42_27_2236",2002,42,27,2236,5716,3,NA,-77.875,40.9215,"Physcia millegrana"
"2002_42_27_2236",2002,42,27,2236,5723,2,NA,-77.875,40.9215,"Physcia stellaris"
"2002_42_27_2236",2002,42,27,2236,6708,3,NA,-77.875,40.9215,"Punctelia rudecta"
"2002_42_27_2236",2002,42,27,2236,6713,3,"REF_FIA",-77.875,40.9215,"Punctelia caseana"
"2002_42_27_2422",2002,42,27,2422,1012,2,NA,-77.27127,40.99691,"Usnocetraria oakesiana"
"2002_42_27_2422",2002,42,27,2422,4806,3,NA,-77.27127,40.99691,"Parmelia sulcata"
"2002_42_27_2422",2002,42,27,2422,5716,2,NA,-77.27127,40.99691,"Physcia millegrana"
"2002_42_27_2422",2002,42,27,2422,6708,2,NA,-77.27127,40.99691,"Punctelia rudecta"
"2002_42_31_2777",2002,42,31,2777,1211,3,NA,-79.48407,41.16132,"Cladonia coniocraea"
"2002_42_31_2777",2002,42,31,2777,1225,2,NA,-79.48407,41.16132,"Cladonia macilenta"
"2002_42_31_2777",2002,42,31,2777,5614,3,NA,-79.48407,41.16132,"Phaeophyscia rubropulchra"
"2002_42_31_2777",2002,42,31,2777,5716,2,NA,-79.48407,41.16132,"Physcia millegrana"
"2002_42_33_2538",2002,42,33,2538,2601,1,NA,-78.55348,40.88883,"Flavoparmelia caperata"
"2002_42_33_2538",2002,42,33,2538,4806,2,NA,-78.55348,40.88883,"Parmelia sulcata"
"2002_42_33_2538",2002,42,33,2538,5614,3,NA,-78.55348,40.88883,"Phaeophyscia rubropulchra"
"2002_42_33_2538",2002,42,33,2538,5716,3,NA,-78.55348,40.88883,"Physcia millegrana"
"2002_42_33_2538",2002,42,33,2538,6713,1,"REF_FIA",-78.55348,40.88883,"Punctelia caseana"
"2002_42_35_2330",2002,42,35,2330,1012,2,NA,-77.65972,41.36803,"Usnocetraria oakesiana"
"2002_42_35_2330",2002,42,35,2330,1211,3,NA,-77.65972,41.36803,"Cladonia coniocraea"
"2002_42_35_2330",2002,42,35,2330,2601,2,NA,-77.65972,41.36803,"Flavoparmelia caperata"
"2002_42_35_2330",2002,42,35,2330,3116,3,NA,-77.65972,41.36803,"Hypogymnia physodes"
"2002_42_35_2330",2002,42,35,2330,4806,3,NA,-77.65972,41.36803,"Parmelia sulcata"
"2002_42_35_2330",2002,42,35,2330,5716,2,NA,-77.65972,41.36803,"Physcia millegrana"
"2002_42_35_2330",2002,42,35,2330,6302,3,NA,-77.65972,41.36803,"Pseudevernia consocians"
"2002_42_35_2330",2002,42,35,2330,6708,2,NA,-77.65972,41.36803,"Punctelia rudecta"
"2002_42_35_2330",2002,42,35,2330,6713,2,"REF_FIA",-77.65972,41.36803,"Punctelia caseana"
"2002_42_39_2006",2002,42,39,2006,1210,3,NA,-79.97646,41.52876,"Cladonia chlorophaea"
"2002_42_39_2006",2002,42,39,2006,4015,2,NA,-79.97646,41.52876,"Melanelixia subaurifera"
"2002_42_39_2006",2002,42,39,2006,5614,2,NA,-79.97646,41.52876,"Phaeophyscia rubropulchra"
"2002_42_39_2006",2002,42,39,2006,5716,3,NA,-79.97646,41.52876,"Physcia millegrana"
"2002_42_39_2047",2002,42,39,2047,5613,3,NA,-79.7007,41.74596,"Phaeophyscia pusilloides"
"2002_42_39_2047",2002,42,39,2047,5716,2,NA,-79.7007,41.74596,"Physcia millegrana"
"2002_42_41_2086",2002,42,41,2086,2601,3,NA,-77.56269,40.16952,"Flavoparmelia caperata"
"2002_42_41_2086",2002,42,41,2086,4201,3,NA,-77.56269,40.16952,"Myelochroa aurulenta"
"2002_42_41_2086",2002,42,41,2086,5613,3,NA,-77.56269,40.16952,"Phaeophyscia pusilloides"
"2002_42_41_2086",2002,42,41,2086,5614,2,NA,-77.56269,40.16952,"Phaeophyscia rubropulchra"
"2002_42_41_2086",2002,42,41,2086,5716,3,NA,-77.56269,40.16952,"Physcia millegrana"
"2002_42_41_2086",2002,42,41,2086,5901,2,NA,-77.56269,40.16952,"Physconia detersa"
"2002_42_41_2086",2002,42,41,2086,6708,3,NA,-77.56269,40.16952,"Punctelia rudecta"
"2002_42_41_2086",2002,42,41,2086,6808,2,NA,-77.56269,40.16952,"Pyxine sorediata"
"2002_42_47_2050",2002,42,47,2050,1012,2,NA,-78.29979,41.29843,"Usnocetraria oakesiana"
"2002_42_47_2050",2002,42,47,2050,1207,3,NA,-78.29979,41.29843,"Cladonia caespiticia"
"2002_42_47_2050",2002,42,47,2050,1210,3,NA,-78.29979,41.29843,"Cladonia chlorophaea"
"2002_42_47_2050",2002,42,47,2050,1211,3,NA,-78.29979,41.29843,"Cladonia coniocraea"
"2002_42_47_2050",2002,42,47,2050,1225,3,NA,-78.29979,41.29843,"Cladonia macilenta"
"2002_42_47_2050",2002,42,47,2050,1211,3,"REF_FIA",-78.29979,41.29843,"Cladonia coniocraea"
"2002_42_47_2050",2002,42,47,2050,1229,3,NA,-78.29979,41.29843,"Cladonia parasitica"
"2002_42_47_2050",2002,42,47,2050,2601,3,NA,-78.29979,41.29843,"Flavoparmelia caperata"
"2002_42_47_2050",2002,42,47,2050,2702,3,NA,-78.29979,41.29843,"Flavopunctelia flaventior"
"2002_42_47_2050",2002,42,47,2050,3116,3,NA,-78.29979,41.29843,"Hypogymnia physodes"
"2002_42_47_2050",2002,42,47,2050,3301,2,NA,-78.29979,41.29843,"Imshaugia aleurites"
"2002_42_47_2050",2002,42,47,2050,4015,3,NA,-78.29979,41.29843,"Melanelixia subaurifera"
"2002_42_47_2050",2002,42,47,2050,4806,3,NA,-78.29979,41.29843,"Parmelia sulcata"
"2002_42_47_2050",2002,42,47,2050,5716,2,NA,-78.29979,41.29843,"Physcia millegrana"
"2002_42_47_2050",2002,42,47,2050,6713,3,"REF_FIA",-78.29979,41.29843,"Punctelia caseana"
"2002_42_47_2061",2002,42,47,2061,1211,3,NA,-78.64445,41.41663,"Cladonia coniocraea"
"2002_42_47_2061",2002,42,47,2061,2601,3,NA,-78.64445,41.41663,"Flavoparmelia caperata"
"2002_42_47_2061",2002,42,47,2061,3116,2,NA,-78.64445,41.41663,"Hypogymnia physodes"
"2002_42_47_2061",2002,42,47,2061,4806,2,NA,-78.64445,41.41663,"Parmelia sulcata"
"2002_42_47_2061",2002,42,47,2061,5716,3,NA,-78.64445,41.41663,"Physcia millegrana"
"2002_42_47_2061",2002,42,47,2061,6708,2,NA,-78.64445,41.41663,"Punctelia rudecta"
"2002_42_49_2551",2002,42,49,2551,1225,3,NA,-79.76296,42.05952,"Cladonia macilenta"
"2002_42_49_2551",2002,42,49,2551,1211,3,"REF_FIA",-79.76296,42.05952,"Cladonia coniocraea"
"2002_42_51_2169",2002,42,51,2169,4551,3,"REF_FIA",-79.69227,39.88935,"Nodobryoria abbreviata"
"2002_42_51_2169",2002,42,51,2169,1211,2,NA,-79.69227,39.88935,"Cladonia coniocraea"
"2002_42_51_2169",2002,42,51,2169,4201,2,NA,-79.69227,39.88935,"Myelochroa aurulenta"
"2002_42_51_2169",2002,42,51,2169,4806,3,NA,-79.69227,39.88935,"Parmelia sulcata"
"2002_42_51_2169",2002,42,51,2169,5614,3,NA,-79.69227,39.88935,"Phaeophyscia rubropulchra"
"2002_42_51_2169",2002,42,51,2169,5716,3,NA,-79.69227,39.88935,"Physcia millegrana"
"2002_42_51_2169",2002,42,51,2169,6713,3,"REF_FIA",-79.69227,39.88935,"Punctelia caseana"
"2002_42_51_2763",2002,42,51,2763,1225,3,NA,-79.3877,40.06603,"Cladonia macilenta"
"2002_42_51_2763",2002,42,51,2763,2601,2,NA,-79.3877,40.06603,"Flavoparmelia caperata"
"2002_42_51_2763",2002,42,51,2763,4806,2,NA,-79.3877,40.06603,"Parmelia sulcata"
"2002_42_51_2763",2002,42,51,2763,6708,2,NA,-79.3877,40.06603,"Punctelia rudecta"
"2002_42_51_2763",2002,42,51,2763,6713,3,"REF_FIA",-79.3877,40.06603,"Punctelia caseana"
"2002_42_55_1954",2002,42,55,1954,702,1,NA,-77.73248,40.07539,"Bulbothrix coronata"
"2002_42_55_1954",2002,42,55,1954,4201,3,NA,-77.73248,40.07539,"Myelochroa aurulenta"
"2002_42_55_1954",2002,42,55,1954,5614,2,NA,-77.73248,40.07539,"Phaeophyscia rubropulchra"
"2002_42_55_1954",2002,42,55,1954,5716,3,NA,-77.73248,40.07539,"Physcia millegrana"
"2002_42_55_1954",2002,42,55,1954,5723,1,NA,-77.73248,40.07539,"Physcia stellaris"
"2002_42_55_1954",2002,42,55,1954,6708,3,NA,-77.73248,40.07539,"Punctelia rudecta"
"2002_42_55_1954",2002,42,55,1954,8301,2,NA,-77.73248,40.07539,"Candelaria concolor"
"2002_42_57_2689",2002,42,57,2689,5723,3,NA,-78.36173,39.74082,"Physcia stellaris"
"2002_42_57_2689",2002,42,57,2689,2601,3,NA,-78.36173,39.74082,"Flavoparmelia caperata"
"2002_42_57_2689",2002,42,57,2689,4806,3,NA,-78.36173,39.74082,"Parmelia sulcata"
"2002_42_57_2689",2002,42,57,2689,5614,3,NA,-78.36173,39.74082,"Phaeophyscia rubropulchra"
"2002_42_57_2689",2002,42,57,2689,5716,3,NA,-78.36173,39.74082,"Physcia millegrana"
"2002_42_57_2689",2002,42,57,2689,6708,3,NA,-78.36173,39.74082,"Punctelia rudecta"
"2002_42_57_2689",2002,42,57,2689,6713,3,"REF_FIA",-78.36173,39.74082,"Punctelia caseana"
"2002_42_57_2689",2002,42,57,2689,6808,1,NA,-78.36173,39.74082,"Pyxine sorediata"
"2002_42_57_2689",2002,42,57,2689,8301,3,NA,-78.36173,39.74082,"Candelaria concolor"
"2002_42_59_2524",2002,42,59,2524,702,3,NA,-80.46495,39.85953,"Bulbothrix coronata"
"2002_42_59_2524",2002,42,59,2524,1225,3,NA,-80.46495,39.85953,"Cladonia macilenta"
"2002_42_59_2524",2002,42,59,2524,2601,2,NA,-80.46495,39.85953,"Flavoparmelia caperata"
"2002_42_59_2524",2002,42,59,2524,4015,3,NA,-80.46495,39.85953,"Melanelixia subaurifera"
"2002_42_59_2524",2002,42,59,2524,4201,3,NA,-80.46495,39.85953,"Myelochroa aurulenta"
"2002_42_59_2524",2002,42,59,2524,4806,3,NA,-80.46495,39.85953,"Parmelia sulcata"
"2002_42_59_2524",2002,42,59,2524,5613,3,NA,-80.46495,39.85953,"Phaeophyscia pusilloides"
"2002_42_59_2524",2002,42,59,2524,5614,3,NA,-80.46495,39.85953,"Phaeophyscia rubropulchra"
"2002_42_59_2524",2002,42,59,2524,5716,3,NA,-80.46495,39.85953,"Physcia millegrana"
"2002_42_59_2524",2002,42,59,2524,6713,3,"REF_FIA",-80.46495,39.85953,"Punctelia caseana"
"2002_42_61_2504",2002,42,61,2504,2704,3,NA,-78.14265,40.45806,"Flavopunctelia soredica"
"2002_42_61_2504",2002,42,61,2504,4201,2,NA,-78.14265,40.45806,"Myelochroa aurulenta"
"2002_42_61_2504",2002,42,61,2504,5614,2,NA,-78.14265,40.45806,"Phaeophyscia rubropulchra"
"2002_42_61_2504",2002,42,61,2504,5716,2,NA,-78.14265,40.45806,"Physcia millegrana"
"2002_42_61_2504",2002,42,61,2504,6708,2,NA,-78.14265,40.45806,"Punctelia rudecta"
"2002_42_65_2746",2002,42,65,2746,1012,1,NA,-78.93837,41.25637,"Usnocetraria oakesiana"
"2002_42_65_2746",2002,42,65,2746,1225,3,"REF_FIA",-78.93837,41.25637,"Cladonia macilenta"
"2002_42_65_2746",2002,42,65,2746,1207,3,NA,-78.93837,41.25637,"Cladonia caespiticia"
"2002_42_65_2746",2002,42,65,2746,1212,1,NA,-78.93837,41.25637,"Cladonia cristatella"
"2002_42_65_2746",2002,42,65,2746,1211,3,"REF_FIA",-78.93837,41.25637,"Cladonia coniocraea"
"2002_42_65_2746",2002,42,65,2746,2601,3,NA,-78.93837,41.25637,"Flavoparmelia caperata"
"2002_42_65_2746",2002,42,65,2746,4015,1,NA,-78.93837,41.25637,"Melanelixia subaurifera"
"2002_42_65_2746",2002,42,65,2746,4804,3,NA,-78.93837,41.25637,"Parmelia saxatilis"
"2002_42_65_2746",2002,42,65,2746,4806,3,NA,-78.93837,41.25637,"Parmelia sulcata"
"2002_42_65_2746",2002,42,65,2746,5314,1,NA,-78.93837,41.25637,"Parmotrema hypotropum"
"2002_42_65_2746",2002,42,65,2746,5614,3,NA,-78.93837,41.25637,"Phaeophyscia rubropulchra"
"2002_42_65_2746",2002,42,65,2746,5716,3,NA,-78.93837,41.25637,"Physcia millegrana"
"2002_42_65_2746",2002,42,65,2746,6708,2,NA,-78.93837,41.25637,"Punctelia rudecta"
"2002_42_69_2128",2002,42,69,2128,1225,1,NA,-75.64292,41.23891,"Cladonia macilenta"
"2002_42_69_2128",2002,42,69,2128,2601,2,NA,-75.64292,41.23891,"Flavoparmelia caperata"
"2002_42_69_2128",2002,42,69,2128,5613,2,NA,-75.64292,41.23891,"Phaeophyscia pusilloides"
"2002_42_69_2128",2002,42,69,2128,5614,2,NA,-75.64292,41.23891,"Phaeophyscia rubropulchra"
"2002_42_69_2128",2002,42,69,2128,5716,3,NA,-75.64292,41.23891,"Physcia millegrana"
"2002_42_69_2128",2002,42,69,2128,6713,2,"REF_FIA",-75.64292,41.23891,"Punctelia caseana"
"2002_42_69_2188",2002,42,69,2188,2601,3,NA,-75.67823,41.52211,"Flavoparmelia caperata"
"2002_42_69_2188",2002,42,69,2188,4015,2,NA,-75.67823,41.52211,"Melanelixia subaurifera"
"2002_42_69_2188",2002,42,69,2188,4201,2,NA,-75.67823,41.52211,"Myelochroa aurulenta"
"2002_42_69_2188",2002,42,69,2188,4806,3,NA,-75.67823,41.52211,"Parmelia sulcata"
"2002_42_69_2188",2002,42,69,2188,5613,3,NA,-75.67823,41.52211,"Phaeophyscia pusilloides"
"2002_42_69_2188",2002,42,69,2188,5614,3,NA,-75.67823,41.52211,"Phaeophyscia rubropulchra"
"2002_42_69_2188",2002,42,69,2188,5701,2,NA,-75.67823,41.52211,"Physcia adscendens"
"2002_42_69_2188",2002,42,69,2188,5716,3,NA,-75.67823,41.52211,"Physcia millegrana"
"2002_42_69_2188",2002,42,69,2188,6708,3,NA,-75.67823,41.52211,"Punctelia rudecta"
"2002_42_69_2188",2002,42,69,2188,8301,1,NA,-75.67823,41.52211,"Candelaria concolor"
"2002_42_79_2906",2002,42,79,2906,1211,3,NA,-75.93652,41.06784,"Cladonia coniocraea"
"2002_42_79_2906",2002,42,79,2906,1225,3,NA,-75.93652,41.06784,"Cladonia macilenta"
"2002_42_79_2906",2002,42,79,2906,2601,3,NA,-75.93652,41.06784,"Flavoparmelia caperata"
"2002_42_79_2906",2002,42,79,2906,3116,2,NA,-75.93652,41.06784,"Hypogymnia physodes"
"2002_42_79_2906",2002,42,79,2906,3301,1,NA,-75.93652,41.06784,"Imshaugia aleurites"
"2002_42_79_2906",2002,42,79,2906,4015,1,NA,-75.93652,41.06784,"Melanelixia subaurifera"
"2002_42_79_2906",2002,42,79,2906,4806,1,NA,-75.93652,41.06784,"Parmelia sulcata"
"2002_42_79_2906",2002,42,79,2906,5716,3,NA,-75.93652,41.06784,"Physcia millegrana"
"2002_42_79_2906",2002,42,79,2906,6713,3,"REF_FIA",-75.93652,41.06784,"Punctelia caseana"
"2002_42_83_2213",2002,42,83,2213,2601,1,NA,-78.68337,41.70452,"Flavoparmelia caperata"
"2002_42_83_2213",2002,42,83,2213,4806,2,NA,-78.68337,41.70452,"Parmelia sulcata"
"2002_42_83_2213",2002,42,83,2213,5614,3,NA,-78.68337,41.70452,"Phaeophyscia rubropulchra"
"2002_42_83_2213",2002,42,83,2213,5700,1,NA,-78.68337,41.70452,"Physcia"
"2002_42_105_2581",2002,42,105,2581,1211,3,NA,-78.0758,41.72411,"Cladonia coniocraea"
"2002_42_105_2581",2002,42,105,2581,2601,3,NA,-78.0758,41.72411,"Flavoparmelia caperata"
"2002_42_105_2581",2002,42,105,2581,4015,2,NA,-78.0758,41.72411,"Melanelixia subaurifera"
"2002_42_105_2581",2002,42,105,2581,4201,3,NA,-78.0758,41.72411,"Myelochroa aurulenta"
"2002_42_105_2581",2002,42,105,2581,4806,3,NA,-78.0758,41.72411,"Parmelia sulcata"
"2002_42_105_2581",2002,42,105,2581,5614,3,NA,-78.0758,41.72411,"Phaeophyscia rubropulchra"
"2002_42_105_2581",2002,42,105,2581,5716,3,NA,-78.0758,41.72411,"Physcia millegrana"
"2002_42_105_2581",2002,42,105,2581,8301,1,NA,-78.0758,41.72411,"Candelaria concolor"
"2002_42_105_2843",2002,42,105,2843,4806,3,NA,-77.73646,41.93221,"Parmelia sulcata"
"2002_42_105_2843",2002,42,105,2843,5614,3,NA,-77.73646,41.93221,"Phaeophyscia rubropulchra"
"2002_42_107_2090",2002,42,107,2090,2601,3,NA,-76.21895,40.61765,"Flavoparmelia caperata"
"2002_42_107_2090",2002,42,107,2090,5314,2,NA,-76.21895,40.61765,"Parmotrema hypotropum"
"2002_42_107_2090",2002,42,107,2090,5716,3,NA,-76.21895,40.61765,"Physcia millegrana"
"2002_42_107_2090",2002,42,107,2090,6708,3,NA,-76.21895,40.61765,"Punctelia rudecta"
"2002_42_111_2122",2002,42,111,2122,2601,2,NA,-79.03592,39.95742,"Flavoparmelia caperata"
"2002_42_111_2122",2002,42,111,2122,5614,3,NA,-79.03592,39.95742,"Phaeophyscia rubropulchra"
"2002_42_111_2122",2002,42,111,2122,6708,2,NA,-79.03592,39.95742,"Punctelia rudecta"
"2002_42_113_2711",2002,42,113,2711,1211,2,NA,-76.32124,41.50841,"Cladonia coniocraea"
"2002_42_113_2711",2002,42,113,2711,3116,3,NA,-76.32124,41.50841,"Hypogymnia physodes"
"2002_42_113_2711",2002,42,113,2711,4806,2,NA,-76.32124,41.50841,"Parmelia sulcata"
"2002_42_113_2711",2002,42,113,2711,5613,3,NA,-76.32124,41.50841,"Phaeophyscia pusilloides"
"2002_42_113_2711",2002,42,113,2711,5614,2,NA,-76.32124,41.50841,"Phaeophyscia rubropulchra"
"2002_42_113_2711",2002,42,113,2711,5716,1,NA,-76.32124,41.50841,"Physcia millegrana"
"2002_42_113_2711",2002,42,113,2711,6713,2,"REF_FIA",-76.32124,41.50841,"Punctelia caseana"
"2002_42_115_2300",2002,42,115,2300,1012,2,NA,-76.05803,41.9099,"Usnocetraria oakesiana"
"2002_42_115_2300",2002,42,115,2300,2601,3,NA,-76.05803,41.9099,"Flavoparmelia caperata"
"2002_42_115_2300",2002,42,115,2300,4015,3,NA,-76.05803,41.9099,"Melanelixia subaurifera"
"2002_42_115_2300",2002,42,115,2300,4806,3,NA,-76.05803,41.9099,"Parmelia sulcata"
"2002_42_115_2300",2002,42,115,2300,5614,2,NA,-76.05803,41.9099,"Phaeophyscia rubropulchra"
"2002_42_115_2300",2002,42,115,2300,5716,3,NA,-76.05803,41.9099,"Physcia millegrana"
"2002_42_115_2300",2002,42,115,2300,5723,3,NA,-76.05803,41.9099,"Physcia stellaris"
"2002_42_115_2300",2002,42,115,2300,8302,1,NA,-76.05803,41.9099,"Candelaria fibrosa"
"2002_42_117_2103",2002,42,117,2103,1012,1,NA,-77.40225,41.78343,"Usnocetraria oakesiana"
"2002_42_117_2103",2002,42,117,2103,1225,1,NA,-77.40225,41.78343,"Cladonia macilenta"
"2002_42_117_2103",2002,42,117,2103,1211,3,"REF_FIA",-77.40225,41.78343,"Cladonia coniocraea"
"2002_42_117_2103",2002,42,117,2103,2822,1,NA,-77.40225,41.78343,"Heterodermia speciosa"
"2002_42_117_2103",2002,42,117,2103,3116,1,NA,-77.40225,41.78343,"Hypogymnia physodes"
"2002_42_117_2103",2002,42,117,2103,4015,1,NA,-77.40225,41.78343,"Melanelixia subaurifera"
"2002_42_117_2103",2002,42,117,2103,4201,3,NA,-77.40225,41.78343,"Myelochroa aurulenta"
"2002_42_117_2103",2002,42,117,2103,4806,2,NA,-77.40225,41.78343,"Parmelia sulcata"
"2002_42_117_2103",2002,42,117,2103,5613,3,NA,-77.40225,41.78343,"Phaeophyscia pusilloides"
"2002_42_117_2103",2002,42,117,2103,5614,3,NA,-77.40225,41.78343,"Phaeophyscia rubropulchra"
"2002_42_117_2103",2002,42,117,2103,5716,3,NA,-77.40225,41.78343,"Physcia millegrana"
"2002_42_123_2717",2002,42,123,2717,1012,2,NA,-79.37352,41.63236,"Usnocetraria oakesiana"
"2002_42_123_2717",2002,42,123,2717,1225,3,NA,-79.37352,41.63236,"Cladonia macilenta"
"2002_42_123_2717",2002,42,123,2717,2601,2,NA,-79.37352,41.63236,"Flavoparmelia caperata"
"2002_42_123_2717",2002,42,123,2717,3100,3,NA,-79.37352,41.63236,"Hypogymnia"
"2002_42_123_2717",2002,42,123,2717,4805,3,NA,-79.37352,41.63236,"Parmelia squarrosa"
"2002_42_123_2717",2002,42,123,2717,4806,3,NA,-79.37352,41.63236,"Parmelia sulcata"
"2002_42_125_2160",2002,42,125,2160,2601,2,NA,-80.42745,40.39269,"Flavoparmelia caperata"
"2002_42_125_2160",2002,42,125,2160,4806,2,NA,-80.42745,40.39269,"Parmelia sulcata"
"2002_42_125_2160",2002,42,125,2160,5716,3,NA,-80.42745,40.39269,"Physcia millegrana"
"2002_42_125_2160",2002,42,125,2160,5723,3,NA,-80.42745,40.39269,"Physcia stellaris"
"2002_42_125_2160",2002,42,125,2160,6713,2,"REF_FIA",-80.42745,40.39269,"Punctelia caseana"
"2002_42_127_2525",2002,42,127,2525,1012,2,NA,-75.36266,41.98633,"Usnocetraria oakesiana"
